,text_surronding,Gender
Gide-Andre_Les-nouvelles-nourritures_<vous-238>_8590,"voir , par amour pour moi , maigrir , souffrir",neutral
Gide-Andre_Les-nouvelles-nourritures_<vous-238>_8601,se priver ? … Cela me fait une belle jambe,neutral
Gide-Andre_Les-nouvelles-nourritures_<vous-238>_8607,fait une belle jambe ! J' ai caché mes plus,neutral
Gide-Andre_Les-nouvelles-nourritures_<vous-238>_8610,"jambe ! J' ai caché mes plus beaux secrets ,",neutral
Gide-Andre_Les-nouvelles-nourritures_<vous-238>_8632,les œufs de Pâques . J' aime surtout ceux -,neutral
Gide-Andre_Les-nouvelles-nourritures_<vous-238>_8650,à chercher . * Lorsque je considère et pèse ce,neutral
Gide-Andre_Les-nouvelles-nourritures_<vous-238>_8653,* Lorsque je considère et pèse ce mot Dieu que,neutral
Gide-Andre_Les-nouvelles-nourritures_<vous-238>_8658,"pèse ce mot Dieu que j' emploie , je suis",neutral
Gide-Andre_Les-nouvelles-nourritures_<vous-238>_8661,"Dieu que j' emploie , je suis forcé de constater",neutral
Gide-Andre_Les-nouvelles-nourritures_<vous-238>_8683,est bien là ce qui me permet d' en user,neutral
Gide-Andre_Les-nouvelles-nourritures_<vous-238>_8729,y a mis . Si j' y verse la toute,neutral
Gide-Andre_Les-nouvelles-nourritures_<vous-238>_8740,"puissance , comment n' aurais - je pas pour ce",neutral
Gide-Andre_Les-nouvelles-nourritures_<vous-238>_8755,et de l' amour si je l' emplis d' attention,neutral
Gide-Andre_Les-nouvelles-nourritures_<vous-238>_8761,"l' emplis d' attention pour moi - même et ,",neutral
Gide-Andre_Les-nouvelles-nourritures_<vous-238>_8775,", de bonté ? Si je lui prête la foudre",neutral
Gide-Andre_Les-nouvelles-nourritures_<vous-238>_8782,"prête la foudre , si j' attache à son côté",neutral
Gide-Andre_Les-nouvelles-nourritures_<vous-238>_8800,plus devant l' orage que je tremble et m' effraie,neutral
Gide-Andre_Les-nouvelles-nourritures_<vous-238>_8819,", bonté , il ne m' est point possible d'",neutral
Gide-Andre_Les-nouvelles-nourritures_<un pauvre nègre-110>_3469,en souvient - il – un pauvre nègre que nous,male
Gide-Andre_Les-nouvelles-nourritures_<un pauvre nègre-110>_3472,il – un pauvre nègre que nous avons longuement contemplé,male
Gide-Andre_Les-nouvelles-nourritures_<un pauvre nègre-110>_3529,"devanture ; mais c' était lui , le nègre ,",male
Gide-Andre_Les-nouvelles-nourritures_<un pauvre nègre-110>_3531,"mais c' était lui , le nègre , que nous",male
Gide-Andre_Les-nouvelles-nourritures_<un pauvre nègre-110>_3534,"lui , le nègre , que nous regardions . Pauvre",male
Gide-Andre_Les-nouvelles-nourritures_<un pauvre nègre-110>_3540,"nous regardions . Pauvre , il l' était assurément ,",male
Gide-Andre_Les-nouvelles-nourritures_<un pauvre nègre-110>_3552,paraissait d' autant plus qu' il tâchait de le moins,male
Gide-Andre_Les-nouvelles-nourritures_<un pauvre nègre-110>_3560,le moins paraître ; car c' était un nègre très,male
Gide-Andre_Les-nouvelles-nourritures_<un pauvre nègre-110>_3562,paraître ; car c' était un nègre très soucieux de,male
Gide-Andre_Les-nouvelles-nourritures_<un pauvre nègre-110>_3567,un nègre très soucieux de sa dignité . Il était,male
Gide-Andre_Les-nouvelles-nourritures_<un pauvre nègre-110>_3570,soucieux de sa dignité . Il était coiffé d' un,male
Gide-Andre_Les-nouvelles-nourritures_<un pauvre nègre-110>_3602,redingote était affreusement élimée ; il avait du linge assurément,male
Gide-Andre_Les-nouvelles-nourritures_<un pauvre nègre-110>_3621,que sur un nègre ; sa misère se voyait surtout,male
Gide-Andre_Les-nouvelles-nourritures_<un pauvre nègre-110>_3627,misère se voyait surtout à ses souliers crevés . Il,male
Gide-Andre_Les-nouvelles-nourritures_<un pauvre nègre-110>_3631,à ses souliers crevés . Il marchait à tout petits,male
Gide-Andre_Les-nouvelles-nourritures_<un pauvre nègre-110>_3662,"quatre pas s' arrêtait , soulevait son tuyau de poêle",male
Gide-Andre_Les-nouvelles-nourritures_<un pauvre nègre-110>_3663,"pas s' arrêtait , soulevait son tuyau de poêle ,",male
Gide-Andre_Les-nouvelles-nourritures_<un pauvre nègre-110>_3670,"de poêle , et s' éventait avec , bien qu'",male
Gide-Andre_Les-nouvelles-nourritures_<un pauvre nègre-110>_3675,"éventait avec , bien qu' il fît froid , puis",male
Gide-Andre_Les-nouvelles-nourritures_<un pauvre nègre-110>_3680,"il fît froid , puis sortait un sordide foulard de",male
Gide-Andre_Les-nouvelles-nourritures_<un pauvre nègre-110>_3685,sortait un sordide foulard de sa poche et s' épongeait,male
Gide-Andre_Les-nouvelles-nourritures_<un pauvre nègre-110>_3688,foulard de sa poche et s' épongeait le front avec,male
Gide-Andre_Les-nouvelles-nourritures_<un pauvre nègre-110>_3689,"de sa poche et s' épongeait le front avec ,",male
Gide-Andre_Les-nouvelles-nourritures_<un pauvre nègre-110>_3696,"front avec , puis le rentrait ; il avait un",male
Gide-Andre_Les-nouvelles-nourritures_<un pauvre nègre-110>_3698,", puis le rentrait ; il avait un grand front",male
Gide-Andre_Les-nouvelles-nourritures_<un pauvre nègre-110>_3709,sous une tignasse argentée ; son regard était vague comme,male
Gide-Andre_Les-nouvelles-nourritures_<un pauvre nègre-110>_3726,"de la vie , et il paraissait ne pas voir",male
Gide-Andre_Les-nouvelles-nourritures_<un pauvre nègre-110>_3734,"pas voir les passants qu' il croisait ; mais ,",male
Gide-Andre_Les-nouvelles-nourritures_<un pauvre nègre-110>_3746,"- ci s' arrêtaient à le regarder , vite il",male
Gide-Andre_Les-nouvelles-nourritures_<un pauvre nègre-110>_3750,"à le regarder , vite il se recouvrait , par",male
Gide-Andre_Les-nouvelles-nourritures_<un pauvre nègre-110>_3758,", par dignité , et recommençait de marcher . Certainement",male
Gide-Andre_Les-nouvelles-nourritures_<un pauvre nègre-110>_3763,recommençait de marcher . Certainement il venait de faire une,male
Gide-Andre_Les-nouvelles-nourritures_<un pauvre nègre-110>_3774,à quelqu' un de qui il attendait ce qui venait,male
Gide-Andre_Les-nouvelles-nourritures_<un pauvre nègre-110>_3780,attendait ce qui venait de lui être refusé . Il,male
Gide-Andre_Les-nouvelles-nourritures_<un pauvre nègre-110>_3784,de lui être refusé . Il avait l' air de,male
Gide-Andre_Les-nouvelles-nourritures_<un pauvre nègre-110>_3797,ont plus d' espérance . Il avait l' air de,male
Gide-Andre_Les-nouvelles-nourritures_<un pauvre nègre-110>_3825,"nouveau redemander . Assurément , il voulait montrer et se",male
Gide-Andre_Les-nouvelles-nourritures_<un pauvre nègre-110>_3832,montrer et se prouver à lui - même que pour,male
Gide-Andre_Les-nouvelles-nourritures_<un pauvre nègre-110>_3854,Ah ! j' aurais voulu le suivre et savoir où,male
Gide-Andre_Les-nouvelles-nourritures_<un pauvre nègre-110>_3859,le suivre et savoir où il allait ; mais il,male
Gide-Andre_Les-nouvelles-nourritures_<un pauvre nègre-110>_3863,où il allait ; mais il n' allait nulle part,male
Gide-Andre_Les-nouvelles-nourritures_<un pauvre nègre-110>_3874,"Ah ! j' aurais voulu l' aborder , mais je",male
Gide-Andre_Les-nouvelles-nourritures_<un pauvre nègre-110>_3888,faire pour ne pas froisser sa susceptibilité . Et puis,male
Gide-Andre_Les-nouvelles-nourritures_<un pauvre nègre-110>_3933,de même j' aurais dû l' aborder . 2 Et,male
Gide-Andre_Les-nouvelles-nourritures_<un pauvre nègre-110>_3963,ce petit homme si sympathique qui trimbalait un bocal avec,male
Gide-Andre_Les-nouvelles-nourritures_<un pauvre nègre-110>_4007,"que c' était , mais il abritait cela si soigneusement",male
Gide-Andre_Les-nouvelles-nourritures_<un pauvre nègre-110>_4014,cela si soigneusement que je lui dis en riant :,male
Gide-Andre_Les-nouvelles-nourritures_<un pauvre nègre-110>_4027,"une bombe ? Alors , il m' attira près de",male
Gide-Andre_Les-nouvelles-nourritures_<un pauvre nègre-110>_4049,"tout de suite , car il était de naturel affable",male
Gide-Andre_Les-nouvelles-nourritures_<un pauvre nègre-110>_4055,était de naturel affable et sentait que nous ne demandions,male
Gide-Andre_Les-nouvelles-nourritures_<un pauvre nègre-110>_4065,qu' à causer : « Je les couvre pour ne,male
Gide-Andre_Les-nouvelles-nourritures_<un pauvre nègre-110>_4089,vous êtes artiste assurément ) je m' en vais vous,male
Gide-Andre_Les-nouvelles-nourritures_<un pauvre nègre-110>_4119,"langes d' un poupon , il continuait : – C'",male
Gide-Andre_Les-nouvelles-nourritures_<un pauvre nègre-110>_4125,continuait : – C' est mon commerce ; je suis,male
Gide-Andre_Les-nouvelles-nourritures_<un pauvre nègre-110>_4128,C' est mon commerce ; je suis éleveur de poissons,male
Gide-Andre_Les-nouvelles-nourritures_<un pauvre nègre-110>_4130,mon commerce ; je suis éleveur de poissons . Tenez,male
Gide-Andre_Les-nouvelles-nourritures_<tu-561>_17631,irrite les théologiens . Car tu remarqueras que ceux -,male
Gide-Andre_Les-nouvelles-nourritures_<tu-561>_17666,Plutôt que de chercher à te laisser instruire par les,male
Gide-Andre_Les-nouvelles-nourritures_<tu-561>_17674,"par les hommes , cherche ton enseignement près de Dieu",male
Gide-Andre_Les-nouvelles-nourritures_<tu-561>_17754,de Dieu . Et ne te contente pas de l',male
Gide-Andre_Les-nouvelles-nourritures_<tu-561>_17769,Dieu des questions précises et force - le à te,male
Gide-Andre_Les-nouvelles-nourritures_<tu-561>_17773,et force - le à te répondre précisément . Ne,male
Gide-Andre_Les-nouvelles-nourritures_<tu-561>_17778,te répondre précisément . Ne te contente pas de contempler,male
Gide-Andre_Les-nouvelles-nourritures_<tu-561>_17787,contempler ; observe . Alors tu remarqueras que tout ce,male
Gide-Andre_Les-nouvelles-nourritures_<tu-561>_17895,"qu' il lui faut . Tu ne consentiras plus ,",male
Gide-Andre_Les-nouvelles-nourritures_<tu-561>_17900,"Tu ne consentiras plus , camarade , à chercher aliment",male
Gide-Andre_Les-nouvelles-nourritures_<tu-561>_17919,filtré par les hommes . Tes dents sont là pour,male
Gide-Andre_Les-nouvelles-nourritures_<tu-561>_17935,est dans la réalité que tu dois trouver nourriture .,male
Gide-Andre_Les-nouvelles-nourritures_<tu-561>_17947,"toi nu , vaillant ; fais craquer les gaines ;",male
Gide-Andre_Les-nouvelles-nourritures_<tu-561>_17954,les gaines ; écarte de toi les tuteurs ; pour,male
Gide-Andre_Les-nouvelles-nourritures_<tu-561>_17961,tuteurs ; pour croître droit tu n' as plus besoin,male
Gide-Andre_Les-nouvelles-nourritures_<tu-561>_17971,que de l' élan de ta sève et que de,male
Gide-Andre_Les-nouvelles-nourritures_<tu-561>_17981,l' appel du soleil . Tu remarqueras que toute plante,male
Gide-Andre_Les-nouvelles-nourritures_<tu-561>_18080,remanger ce qu' ont digéré tes ancêtres . Vois s',male
Gide-Andre_Les-nouvelles-nourritures_<tu-561>_18113,et qu' atrophie . Et tu remarqueras de même que,male
Gide-Andre_Les-nouvelles-nourritures_<tu-561>_18145,tronc . Sache comprendre et t' éloigner le plus possible,male
Gide-Andre_Les-nouvelles-nourritures_<tu-561>_18185,des doigts maternels . * Tu n' auras pas raison,male
Gide-Andre_Les-nouvelles-nourritures_<tu-561>_18240,"emplis de ton nom , camarade , et d' un",male
Gide-Andre_Les-nouvelles-nourritures_<tu-561>_18292,"la terre . Vers où te porteront tes pas ,",male
Gide-Andre_Les-nouvelles-nourritures_<tu-561>_18294,". Vers où te porteront tes pas , camarade ,",male
Gide-Andre_Les-nouvelles-nourritures_<tu-561>_18297,"te porteront tes pas , camarade , régénéré , vaillant",male
Gide-Andre_Les-nouvelles-nourritures_<tu-561>_18319,laisse t' emporter en avant ton espoir . Ne permets,male
Gide-Andre_Les-nouvelles-nourritures_<tu-561>_18368,"est pas encore , mets - l' y . *",male
Gide-Andre_Les-nouvelles-nourritures_<tu-561>_18398,"insomnies … que tout cela te soit épargné , ah",male
Gide-Andre_Les-nouvelles-nourritures_<tu-561>_18409,"combien je le voudrais , camarade ! Incliner vers tes",male
Gide-Andre_Les-nouvelles-nourritures_<tu-561>_18413,", camarade ! Incliner vers tes mains , tes livres",male
Gide-Andre_Les-nouvelles-nourritures_<tu-561>_18416,"Incliner vers tes mains , tes livres , les branches",male
Gide-Andre_Les-nouvelles-nourritures_<tu-561>_18435,"les murs , abattre devant toi les barrières sur lesquelles",male
Gide-Andre_Les-nouvelles-nourritures_<tu-561>_18458,. » Obtenir enfin que te revienne l' intégrale récompense,male
Gide-Andre_Les-nouvelles-nourritures_<tu-561>_18464,revienne l' intégrale récompense de ton labeur . Relever ton,male
Gide-Andre_Les-nouvelles-nourritures_<tu-561>_18468,de ton labeur . Relever ton front et permettre enfin,male
Gide-Andre_Les-nouvelles-nourritures_<tu-561>_18474,front et permettre enfin que ton cœur s' emplisse non,male
Gide-Andre_Les-nouvelles-nourritures_<tu-561>_18495,"Oui , permettre enfin que t' atteignent toutes les caresses",male
